x,y,z
-2.814401625810819e-14,2.3615633662025964e-14,-300.0
-1.8369701987210297e-14,-2.2496396739927863e-30,-150.0
-1.8369701987210297e-14,2.2496396739927863e-30,-150.0
-1.4072008129054094e-14,-1.1807816831012982e-14,-150.0
-1.4072008129054094e-14,1.1807816831012982e-14,-150.0
-6.3797305487273125e-15,-3.6181249875056934e-14,-300.0
-6.3797305487273046e-15,3.6181249875056934e-14,-300.0
-3.1898652743636562e-15,-1.8090624937528467e-14,-150.0
-3.1898652743636523e-15,1.8090624937528467e-14,-150.0
-0.0,0.0,0.0
-0.0,0.0,150.0
0.0,-0.0,300.0
9.184850993605147e-15,-1.5908628580873603e-14,-150.0
9.184850993605155e-15,1.59086285808736e-14,-150.0
1.7261873403417753e-14,-6.282808106515488e-15,-150.0
1.7261873403417753e-14,6.282808106515488e-15,-150.0
1.8369701987210294e-14,-3.1817257161747206e-14,-300.0
1.836970198721031e-14,3.18172571617472e-14,-300.0
3.4523746806835507e-14,-1.2565616213030976e-14,-300.0
3.4523746806835507e-14,1.2565616213030976e-14,-300.0
25.651510749425146,-44.42971990890358,140.95389311788625
25.65151074942516,-44.4297199089036,-140.95389311788625
25.65151074942517,44.429719908903564,140.95389311788625
25.651510749425185,44.42971990890359,-140.95389311788625
48.20907072649043,-83.50055988396291,114.9066664678467
48.209070726490445,-83.50055988396292,-114.90666646784669
48.209070726490445,-17.546666766076648,140.95389311788625
48.209070726490445,17.546666766076648,140.95389311788625
48.20907072649047,-17.546666766076658,-140.95389311788625
48.20907072649047,17.546666766076658,-140.95389311788625
48.20907072649048,83.50055988396288,114.9066664678467
48.209070726490495,83.50055988396291,-114.90666646784669
51.30302149885029,-88.85943981780716,281.9077862357725
51.30302149885032,-88.8594398178072,-281.9077862357725
51.30302149885034,88.85943981780713,281.9077862357725
51.30302149885037,88.85943981780719,-281.9077862357725
64.95190528383289,-112.50000000000001,-74.99999999999997
64.95190528383289,-112.50000000000001,75.00000000000001
64.95190528383294,112.49999999999999,-74.99999999999997
64.95190528383294,112.49999999999999,75.00000000000001
73.86058147591558,-127.93027979286647,-26.047226650039544
73.86058147591558,-127.93027979286647,26.047226650039562
73.86058147591564,127.93027979286644,-26.047226650039544
73.86058147591564,127.93027979286644,26.047226650039562
90.60341603325804,-32.976946558943126,114.9066664678467
90.60341603325804,32.976946558943126,114.9066664678467
90.60341603325807,-32.97694655894314,-114.90666646784669
90.60341603325807,32.97694655894314,-114.90666646784669
96.41814145298086,-167.00111976792581,229.8133329356934
96.41814145298089,-167.00111976792584,-229.81333293569338
96.41814145298089,-35.093333532153295,281.9077862357725
96.41814145298089,35.093333532153295,281.9077862357725
96.41814145298093,-35.093333532153316,-281.9077862357725
96.41814145298093,35.093333532153316,-281.9077862357725
96.41814145298096,167.00111976792576,229.8133329356934
96.41814145298099,167.00111976792581,-229.81333293569338
122.06965220240605,-44.429719908903586,-74.99999999999997
122.06965220240605,-44.429719908903586,75.00000000000001
122.06965220240605,44.429719908903586,-74.99999999999997
122.06965220240605,44.429719908903586,75.00000000000001
129.90381056766577,-225.00000000000003,-149.99999999999994
129.90381056766577,-225.00000000000003,150.00000000000003
129.9038105676659,224.99999999999997,-149.99999999999994
129.9038105676659,224.99999999999997,150.00000000000003
138.81248675974848,-50.523613325019774,-26.047226650039544
138.81248675974848,-50.523613325019774,26.047226650039562
138.81248675974848,50.523613325019774,-26.047226650039544
138.81248675974848,50.523613325019774,26.047226650039562
147.72116295183116,-255.86055958573294,-52.09445330007909
147.72116295183116,-255.86055958573294,52.094453300079124
147.72116295183127,255.8605595857329,-52.09445330007909
147.72116295183127,255.8605595857329,52.094453300079124
181.20683206651609,-65.95389311788625,229.8133329356934
181.20683206651609,65.95389311788625,229.8133329356934
181.20683206651614,-65.95389311788628,-229.81333293569338
181.20683206651614,65.95389311788628,-229.81333293569338
244.1393044048121,-88.85943981780717,-149.99999999999994
244.1393044048121,-88.85943981780717,150.00000000000003
244.1393044048121,88.85943981780717,-149.99999999999994
244.1393044048121,88.85943981780717,150.00000000000003
277.62497351949696,-101.04722665003955,-52.09445330007909
277.62497351949696,-101.04722665003955,52.094453300079124
277.62497351949696,101.04722665003955,-52.09445330007909
277.62497351949696,101.04722665003955,52.094453300079124
